GENESIS-Tabelle: 23131-0004
Krankenhauspatienten: Deutschland, Jahre, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen, Fachabteilungen, Hauptdiagnose ICD-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
(1-Steller);;;;;;;;;;;;;;;;;;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entlassene Patienten (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2022;Gefäßchirurgie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;21;-;-;2;-;-;-;-;21
2022;Gefäßchirurgie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Gefäßchirurgie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;2;5;6;6;1;3;-;128;3;7;14;6;2;-;-;169;5;12;20;12;3;3;-;297
2022;Gefäßchirurgie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;-;1;37;54;37;48;359;1;-;3;32;38;26;55;298;1;-;4;69;92;63;103;657
2022;Gefäßchirurgie;ICD10-S00-T98;Verletzungen und Vergiftungen;-;8;3;1659;1609;1390;1437;10946;-;4;9;860;918;921;1008;6617;-;12;12;2519;2527;2311;2445;17563
2022;Gefäßchirurgie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;1;18;9;5;11;111;-;-;-;18;8;10;4;83;-;-;1;36;17;15;15;194
2022;Gefäßchirurgie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1
2022;Gefäßchirurgie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Gefäßchirurgie;;Insgesamt;9;40;56;16060;16194;13260;14019;101967;9;28;69;7629;8361;8134;9788;62013;18;68;125;23689;24555;21394;23807;163980
2022;Plastische Chirurgie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;2;20;14;11;13;170;-;-;2;15;21;13;13;191;-;-;4;35;35;24;26;361
2022;Plastische Chirurgie;ICD10-C00-C97;Bösartige Neubildungen;-;1;6;263;408;520;796;3474;1;4;1;369;377;439;604;5104;1;5;7;632;785;959;1400;8578
2022;Plastische Chirurgie;ICD10-D00-D48;Übrige Neubildungen;15;14;14;75;71;47;56;1055;18;15;8;114;88;66;54;1414;33;29;22;189;159;113;110;2469
2022;Plastische Chirurgie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;5;-;-;-;16;-;-;-;-;1;2;1;32;-;-;-;5;1;2;1;48
2022;Plastische Chirurgie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;1;57;57;36;34;642;-;8;18;139;101;35;42;5470;-;8;19;196;158;71;76;6112
2022;Plastische Chirurgie;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;33;82;1;-;-;-;557;-;22;45;6;1;-;-;292;-;55;127;7;1;-;-;849
2022;Plastische Chirurgie;ICD10-G00-G99;Krankheiten des Nervensystems;4;10;7;61;60;61;97;880;3;8;12;81;79;91;117;1029;7;18;19;142;139;152;214;1909
2022;Plastische Chirurgie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;1;-;14;9;10;12;113;-;-;-;34;18;16;17;271;-;1;-;48;27;26;29;384
2022;Plastische Chirurgie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;1;-;3;1;4;1;20;-;-;1;1;-;3;-;16;-;1;1;4;1;7;1;36
2022;Plastische Chirurgie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;1;-;2;50;59;41;59;438;-;-;1;45;46;37;75;511;1;-;3;95;105;78;134;949
2022;Plastische Chirurgie;ICD10-J00-J99;Krankheiten des Atmungssystems;1;5;13;9;4;3;4;233;-;23;39;14;4;7;7;668;1;28;52;23;8;10;11;901
2022;Plastische Chirurgie;ICD10-K00-K93;Krankheiten des Verdauungssystems;1;7;12;18;22;15;17;303;1;9;14;21;16;20;26;408;2;16;26;39;38;35;43;711
2022;Plastische Chirurgie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;63;66;62;373;301;252;271;5524;44;68;68;405;332;277;381;7886;107;134;130;778;633;529;652;13410
2022;Plastische Chirurgie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;30;102;116;753;624;414;343;8113;21;38;54;506;485;386;376;6018;51;140;170;1259;1109;800;719;14131
2022;Plastische Chirurgie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;2;42;63;16;14;3;11;643;-;43;142;115;48;17;4;4187;2;85;205;131;62;20;15;4830
2022;Plastische Chirurgie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;6
2022;Plastische Chirurgie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;1;-;-;-;-;-;18;1;-;-;-;-;-;-;21;1;1;-;-;-;-;-;39
2022;Plastische Chirurgie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;26;16;14;6;4;2;-;318;31;52;108;20;12;4;1;2278;57;68;122;26;16;6;1;2596
2022;Plastische Chirurgie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;4;7;1;25;23;19;28;317;-;1;7;25;29;22;23;353;4;8;8;50;52;41;51;670
2022;Plastische Chirurgie;ICD10-S00-T98;Verletzungen und Vergiftungen;222;428;493;798;589;446;410;16392;92;145;181;588;481;429;485;9461;314;573;674;1386;1070;875;895;25853
2022;Plastische Chirurgie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;1;13;17;10;4;-;577;3;20;52;75;44;19;17;3691;3;21;65;92;54;23;17;4268
2022;Plastische Chirurgie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Plastische Chirurgie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
2022;Plastische Chirurgie;;Insgesamt;369;735;901;2564;2270;1888;2152;39803;215;456;753;2573;2183;1883;2243;49310;584;1191;1654;5137;4453;3771;4395;89113
2022;Thoraxchirurgie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;2;-;24;17;13;14;209;-;-;-;16;13;7;15;108;-;2;-;40;30;20;29;317
2022;Thoraxchirurgie;ICD10-C00-C97;Bösartige Neubildungen;3;4;16;1557;1607;1218;806;8598;10;5;5;1261;1153;826;585;7035;13;9;21;2818;2760;2044;1391;15633
2022;Thoraxchirurgie;ICD10-D00-D48;Übrige Neubildungen;1;1;2;243;202;154;105;1427;1;2;5;188;180;118;83;1315;2;3;7;431;382;272;188;2742
2022;Thoraxchirurgie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;17;11;12;2;188;-;-;-;12;7;10;5;144;-;-;-;29;18;22;7;332
2022;Thoraxchirurgie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;8;10;4;5;78;-;-;-;8;16;5;5;87;-;-;-;16;26;9;10;165
2022;Thoraxchirurgie;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
2022;Thoraxchirurgie;ICD10-G00-G99;Krankheiten des Nervensystems;2;-;2;10;10;4;3;77;1;1;2;-;2;2;1;92;3;1;4;10;12;6;4;169
2022;Thoraxchirurgie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Thoraxchirurgie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Thoraxchirurgie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;1;2;604;580;358;260;3445;-;1;-;264;312;197;133;1543;-;2;2;868;892;555;393;4988
2022;Thoraxchirurgie;ICD10-J00-J99;Krankheiten des Atmungssystems;5;36;95;748;718;538;571;5808;1;6;11;346;332;253;236;2664;6;42;106;1094;1050;791;807;8472
2022;Thoraxchirurgie;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;6;1;5;5;42;-;-;-;4;5;-;5;37;-;-;-;10;6;5;10;79
2022;Thoraxchirurgie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;1;1;4;5;2;3;42;-;-;1;5;5;-;5;62;-;1;2;9;10;2;8;104
2022;Thoraxchirurgie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;1;-;37;14;8;12;226;-;-;1;14;14;8;10;106;-;1;1;51;28;16;22;332
2022;Thoraxchirurgie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;4;-;3;4;16;-;-;-;2;2;-;6;23;-;-;-;6;2;3;10;39
2022;Thoraxchirurgie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;5
2022;Thoraxchirurgie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Thoraxchirurgie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;4;51;51;3;1;3;-;332;4;4;6;4;5;3;-;134;8;55;57;7;6;6;-;466
2022;Thoraxchirurgie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;2;5;65;72;42;33;532;-;7;8;48;39;32;19;386;-;9;13;113;111;74;52;918
2022;Thoraxchirurgie;ICD10-S00-T98;Verletzungen und Vergiftungen;2;7;15;142;153;125;148;1372;-;1;2;65;69;59;104;681;2;8;17;207;222;184;252;2053
2022;Thoraxchirurgie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;-;33;26;17;16;169;-;-;-;24;12;10;4;106;-;-;-;57;38;27;20;275
2022;Thoraxchirurgie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Thoraxchirurgie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Thoraxchirurgie;;Insgesamt;17;106;189;3506;3427;2506;1987;22564;17;27;41;2261;2166;1530;1216;14529;34;133;230;5767;5593;4036;3203;37093
2022;Herzchirurgie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;1;61;48;21;24;317;-;-;-;11;11;4;3;93;-;-;1;72;59;25;27;410
2022;Herzchirurgie;ICD10-C00-C97;Bösartige Neubildungen;1;5;4;249;221;163;109;1309;-;1;2;179;168;113;56;976;1;6;6;428;389;276;165;2285
2022;Herzchirurgie;ICD10-D00-D48;Übrige Neubildungen;-;1;1;57;49;27;21;362;-;-;3;68;76;45;27;506;-;1;4;125;125;72;48;868
2022;Herzchirurgie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;30;21;10;8;148;-;-;-;8;6;4;4;81;-;-;-;38;27;14;12;229
2022;Herzchirurgie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;1;-;73;48;28;36;298;-;-;-;10;10;9;9;99;-;1;-;83;58;37;45;397
2022;Herzchirurgie;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;1;6;-;-;-;11;-;-;-;-;-;-;-;1;-;-;1;6;-;-;-;12
2022;Herzchirurgie;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;-;6;5;4;35;-;1;2;4;4;2;3;43;-;1;2;4;10;7;7;78
2022;Herzchirurgie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;1;2;-;-;3;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;4
2022;Herzchirurgie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Herzchirurgie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;5;10;24;8875;8831;6343;4914;51485;2;5;15;3032;3693;2951;2980;19677;7;15;39;11907;12524;9294;7894;71162
2022;Herzchirurgie;ICD10-J00-J99;Krankheiten des Atmungssystems;-;8;21;197;159;96;80;1312;-;2;1;60;52;58;47;563;-;10;22;257;211;154;127;1875
2022;Herzchirurgie;ICD10-K00-K93;Krankheiten des Verdauungssystems;1;-;-;53;35;20;9;253;-;-;-;12;15;10;13;84;1;-;-;65;50;30;22;337
2022;Herzchirurgie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;1;-;26;22;13;8;138;-;-;-;9;20;7;7;69;-;1;-;35;42;20;15;207
2022;Herzchirurgie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;1;4;53;42;29;17;310;-;1;-;18;18;12;3;107;-;2;4;71;60;41;20;417
2022;Herzchirurgie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;1;-;43;25;24;8;154;-;-;1;9;11;8;12;72;-;1;1;52;36;32;20;226
2022;Herzchirurgie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;9
2022;Herzchirurgie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
2022;Herzchirurgie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;15;16;16;49;29;16;5;859;6;11;7;29;21;6;1;512;21;27;23;78;50;22;6;1371
2022;Herzchirurgie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;1;1;2;60;43;24;18;378;2;-;3;32;19;15;8;190;3;1;5;92;62;39;26;568
2022;Herzchirurgie;ICD10-S00-T98;Verletzungen und Vergiftungen;5;7;8;712;673;445;384;4445;4;5;4;294;293;234;244;1985;9;12;12;1006;966;679;628;6430
2022;Herzchirurgie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;1;2;1;125;132;121;143;971;1;2;3;39;51;43;93;511;2;4;4;164;183;164;236;1482
2022;Herzchirurgie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Herzchirurgie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Herzchirurgie;;Insgesamt;29;54;83;10670;10386;7385;5788;62789;15;28;41;3814;4468;3521;3510;25579;44;82;124;14484;14854;10906;9298;88368
2022;Urologie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;3;4;8;649;965;894;1196;6174;-;4;12;299;374;373;509;2959;3;8;20;948;1339;1267;1705;9133
2022;Urologie;ICD10-C00-C97;Bösartige Neubildungen;1;35;113;28325;30116;23803;22219;167509;1;1;3;4236;4608;4392;5024;29457;2;36;116;32561;34724;28195;27243;196966
2022;Urologie;ICD10-D00-D48;Übrige Neubildungen;4;10;12;2061;2296;1965;2014;14283;2;3;11;696;716;650;742;5381;6;13;23;2757;3012;2615;2756;19664
2022;Urologie;ICD10-D50-D90;Krankheiten des Blutes;-;1;-;89;125;105;105;730;-;-;-;16;21;24;25;151;-;1;-;105;146;129;130;881
2022;Urologie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;1;-;1;63;69;72;102;523;1;-;-;20;22;29;47;228;2;-;1;83;91;101;149;751
2022;Urologie;ICD10-F00-F99;Psychische und Verhaltensstörungen;2;2;39;15;6;5;3;945;1;3;20;8;6;2;-;611;3;5;59;23;12;7;3;1556
2022;Urologie;ICD10-G00-G99;Krankheiten des Nervensystems;1;4;3;45;32;15;14;463;2;2;1;13;12;8;12;212;3;6;4;58;44;23;26;675
2022;Urologie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;2;1;-;5;14;-;-;-;-;3;-;2;6;-;-;-;2;4;-;7;20
2022;Urologie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;1;1;1;4;-;-;-;-;-;-;-;3;-;-;-;-;1;1;1;7
2022;Urologie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;34;77;78;632;591;396;258;4091;-;1;-;29;28;38;50;289;34;78;78;661;619;434;308;4380
2022;Urologie;ICD10-J00-J99;Krankheiten des Atmungssystems;-;1;-;40;62;45;68;433;-;1;1;21;13;14;28;147;-;2;1;61;75;59;96;580
2022;Urologie;ICD10-K00-K93;Krankheiten des Verdauungssystems;20;10;12;314;362;311;292;2766;-;2;9;90;90;85;81;833;20;12;21;404;452;396;373;3599
2022;Urologie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;4;13;13;110;113;79;99;1325;-;-;-;15;16;13;11;115;4;13;13;125;129;92;110;1440
2022;Urologie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;1;-;3;93;84;79;88;767;1;3;9;51;49;46;54;685;2;3;12;144;133;125;142;1452
2022;Urologie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;1470;1404;1417;38842;41161;33708;34913;333098;115;558;1318;11785;11911;10259;12890;132007;1585;1962;2735;50627;53072;43967;47803;465105
2022;Urologie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;1;2;24;-;-;-;-;414;1;2;24;-;-;-;-;414
2022;Urologie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Urologie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;175;94;53;46;33;17;13;2629;13;10;9;33;18;13;7;473;188;104;62;79;51;30;20;3102
2022;Urologie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;11;28;40;2590;3352;3565;5433;25579;7;22;61;409;480;546;900;5691;18;50;101;2999;3832;4111;6333;31270
2022;Urologie;ICD10-S00-T98;Verletzungen und Vergiftungen;69;115;108;931;998;936;1203;9146;5;9;13;348;324;277;378;3210;74;124;121;1279;1322;1213;1581;12356
2022;Urologie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;2;1;1;84;80;77;80;628;-;-;1;32;27;23;32;311;2;1;2;116;107;100;112;939
2022;Urologie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Urologie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Urologie;;Insgesamt;1798;1799;1901;74931;80447;66073;68106;571107;149;621;1492;18101;18718;16792;20792;183183;1947;2420;3393;93032;99165;82865;88898;754290
2022;Orthopädie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;7;3;4;72;83;56;76;755;3;3;3;56;76;51;111;596;10;6;7;128;159;107;187;1351
2022;Orthopädie;ICD10-C00-C97;Bösartige Neubildungen;27;23;12;400;398;330;381;2836;27;25;5;297;279;249;287;2421;54;48;17;697;677;579;668;5257
2022;Orthopädie;ICD10-D00-D48;Übrige Neubildungen;115;130;55;111;74;65;50;1633;81;69;31;145;112;79;58;1696;196;199;86;256;186;144;108;3329
2022;Orthopädie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;2;7;5;11;43;-;-;-;2;3;6;17;59;-;-;-;4;10;11;28;102
2022;Orthopädie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;7;1;1;130;113;59;65;810;9;1;4;39;37;28;41;570;16;2;5;169;150;87;106;1380
2022;Orthopädie;ICD10-F00-F99;Psychische und Verhaltensstörungen;4;4;5;111;98;76;76;1308;-;4;5;273;268;227;224;3190;4;8;10;384;366;303;300;4498
2022;Orthopädie;ICD10-G00-G99;Krankheiten des Nervensystems;13;19;14;266;213;171;169;2375;19;8;17;268;272;239;225;2725;32;27;31;534;485;410;394;5100
2022;Orthopädie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;1;2;2;11;-;-;-;-;3;3;-;11;-;-;-;-;4;5;2;22
2022;Orthopädie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;2;-;-;-;33;-;-;-;1;-;1;3;11;-;-;-;3;-;1;3;44
2022;Orthopädie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;2;2;2;108;113;89;151;931;-;-;2;59;63;103;153;769;2;2;4;167;176;192;304;1700
2022;Orthopädie;ICD10-J00-J99;Krankheiten des Atmungssystems;2;2;2;18;17;23;31;239;1;-;1;7;10;19;16;121;3;2;3;25;27;42;47;360
2022;Orthopädie;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;44;32;30;25;343;1;2;-;19;19;14;23;206;1;2;-;63;51;44;48;549
2022;Orthopädie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;29;38;36;241;222;171;200;2943;14;19;17;208;189;156;214;2205;43;57;53;449;411;327;414;5148
2022;Orthopädie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;2966;2124;1146;23241;22605;17066;14418;202111;2727;1887;1007;30369;32500;27693;26674;251853;5693;4011;2153;53610;55105;44759;41092;453964
2022;Orthopädie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;1;21;22;20;18;172;-;1;6;11;10;21;31;198;-;1;7;32;32;41;49;370
2022;Orthopädie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;13
2022;Orthopädie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
2022;Orthopädie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;838;252;72;15;8;3;1;2755;616;299;169;29;18;14;5;3481;1454;551;241;44;26;17;6;6236
2022;Orthopädie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;6;9;4;60;48;46;58;583;4;6;6;52;71;63;111;743;10;15;10;112;119;109;169;1326
2022;Orthopädie;ICD10-S00-T98;Verletzungen und Vergiftungen;1718;2460;2116;6325;6250;5653;7787;90964;1004;1153;976;8854;9709;10531;16452;106533;2722;3613;3092;15179;15959;16184;24239;197497
2022;Orthopädie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;4;6;7;17;13;7;10;193;4;3;7;13;20;13;20;281;8;9;14;30;33;20;30;474
2022;Orthopädie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Orthopädie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Orthopädie;;Insgesamt;5738;5073;3477;31184;30317;23872;23529;311039;4510;3480;2256;40702;43659;39510;44665;377683;10248;8553;5733;71886;73976;63382;68194;688722
2022;Frauenheilkunde und Geburtshilfe;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;-;1;2;1;18;16;145;229;161;143;120;112;3125;16;145;229;161;144;122;113;3143
2022;Frauenheilkunde und Geburtshilfe;ICD10-C00-C97;Bösartige Neubildungen;-;-;-;126;100;104;97;734;11;35;65;18620;15910;13252;13212;144582;11;35;65;18746;16010;13356;13309;145316
2022;Frauenheilkunde und Geburtshilfe;ICD10-D00-D48;Übrige Neubildungen;-;1;3;22;22;10;13;224;109;493;612;5904;4013;2648;1898;99220;109;494;615;5926;4035;2658;1911;99444
2022;Frauenheilkunde und Geburtshilfe;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;1;2;1;12;3;11;3;240;253;163;95;2075;3;11;3;240;254;165;96;2087
2022;Frauenheilkunde und Geburtshilfe;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;-;-;-;1;82;1;3;7;48;40;36;32;686;1;3;7;48;40;36;33;768
2022;Frauenheilkunde und Geburtshilfe;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;37;162;1;-;1;-;1210;1;10;31;-;8;3;2;395;1;47;193;1;8;4;2;1605
2022;Frauenheilkunde und Geburtshilfe;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;-;-;-;-;9;-;-;3;10;8;5;7;236;-;-;3;10;8;5;7;245
2022;Frauenheilkunde und Geburtshilfe;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;28;-;-;2;-;-;-;2;40;-;-;2;-;-;-;2;68
2022;Frauenheilkunde und Geburtshilfe;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;95;-;-;-;1;-;2;1;88;-;-;-;1;-;2;1;183
2022;Frauenheilkunde und Geburtshilfe;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;-;-;-;-;-;-;17;1;3;7;124;117;101;91;1160;1;3;7;124;117;101;91;1177
2022;Frauenheilkunde und Geburtshilfe;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;-;-;-;1;10;-;3;6;82;69;42;47;805;-;3;6;82;69;42;48;815
2022;Frauenheilkunde und Geburtshilfe;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;3;1;-;-;35;15;53;102;244;244;166;157;4983;15;53;102;247;245;166;157;5018
2022;Frauenheilkunde und Geburtshilfe;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;2;3;1;1;1;1;88;2;10;14;156;126;115;142;1991;2;12;17;157;127;116;143;2079
2022;Frauenheilkunde und Geburtshilfe;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;-;1;1;1;8;2;3;5;28;36;21;40;467;2;3;5;28;37;22;41;475
2022;Frauenheilkunde und Geburtshilfe;ICD10-N00-N99;Krankheiten des Urogenitalsystems;4;24;38;63;53;29;27;955;505;1862;2840;12024;11892;9095;7637;191061;509;1886;2878;12087;11945;9124;7664;192016
